SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Peacehealth St. John Medical Center,Longview,98632,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,175.54,175.54,263.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. John Medical Center,Longview,98632,Colonoscopy and Biopsy,Outpatient Surgery,3217.66,2909.06,3676.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. John Medical Center,Longview,98632,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,378.05,182.24,406.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. John Medical Center,Longview,98632,Bone Mineral Density Scan,Outpatient Diagnostic,289.34,232.68,294.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. Joseph Medical Center,Bellingham,98225,Diagnostic Colonoscopy,Outpatient Surgery,1133.34,962,1593.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. Joseph Medical Center,Bellingham,98225,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,764.04,729.11,802.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. Joseph Medical Center,Bellingham,98225,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,403.69,349.9,423.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth United General Medical Center,Sedro Woolley,98284,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,100.62,86.33,195.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth United General Medical Center,Sedro Woolley,98284,Diagnostic Colonoscopy,Outpatient Surgery,1632.43,1361.46,1917.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,79.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,117.25,117.25,117.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,Colonoscopy with Lesion Removal,Outpatient Surgery,4594.99,4061.96,5236.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,X-ray of Hip: 2+ Views,Outpatient Diagnostic,222.85,70.29,226.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,X-ray of Knee: 3+ Views,Outpatient Diagnostic,219.61,206.63,256.38,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pmh Medical Center,Prosser,99350,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,278.36,266.55,343.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Centralia Hospital,Centralia,98531,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2502.83,2103.07,2885.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Holy Family Hospital,Spokane,99208,Knee Arthroscopy,Outpatient Surgery,7831.36,5548.59,10168.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Mount Carmel Hospital,Colville,99114,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,4337.24,4233.63,8031.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Mount Carmel Hospital,Colville,99114,X-ray of Knee: 3+ Views,Outpatient Diagnostic,411.67,403.65,411.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Remove Uterine Lesions/Cysts: Laparoscopic,Outpatient Surgery,11613.51,8319.56,13075.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,4018.19,2942.5,4424.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Echocardiogram,Outpatient Diagnostic,1462,1382.27,1813.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,3271.56,2234.43,4341.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,Discectomy,Outpatient Surgery,12150.89,10455.38,15330.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harbor Medical Group,Aberdeen,98520,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harbor Medical Group,Aberdeen,98520,X-ray of Hip: 2+ Views,Outpatient Diagnostic,53.7,53.7,80.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Emanuel Hospital,Portland,97227,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,914.84,819.51,963,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Emanuel Hospital,Portland,97227,Screening Digital Mammogram,Outpatient Diagnostic,503.27,381.58,506.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Meridan Park Hospital,Tualatin,97062,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,827.34,819.51,1026.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Physicians,Port Angeles,98362,Colonoscopy with Lesion Removal,Outpatient Surgery,3909.98,2062.78,4214.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Oregon Clinic,Portland,97232,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,156.49,149,258,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Oregon Health & Science University,Portland,97239,Colonoscopy with Lesion Removal,Outpatient Surgery,4023.79,3171.5,4430.34,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Oregon Health & Science University,Portland,97239,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,265.41,66.58,339.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Internal Medicine Associates,Bellevue,98004,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,2120.7,1094.36,2225.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Clinics,Bellevue,98004,Screening Digital Mammogram,Outpatient Diagnostic,257.87,257.87,269.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Medical Centers,Seattle,98124,MRI of the Spine,Outpatient Diagnostic,490.24,469.91,752.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Palouse Surgeons,Pullman,99163,Diagnostic Colonoscopy,Outpatient Surgery,2490.26,1442.4,2909.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Palouse Surgeons,Pullman,99163,Colonoscopy with Lesion Removal,Outpatient Surgery,2836.47,1654.99,3245.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Portland Adventist Medical Center,Portland,97216,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,109.19,107.63,119,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellevue Interventional Spine Specialist,Bellevue,98005,Spine Epidural Injection,Outpatient Diagnostic,619.68,592.75,621.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Arlington Surgery Center,Arlington,98223,Diagnostic Colonoscopy,Outpatient Surgery,1240.79,1020.33,1523.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Point Gastroenterology,Richland,99352,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,1002.7,877.17,1282.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Columbia River Eye Surgery Center,Richland,99352,Cataract Removal with Implant of Lens,Outpatient Surgery,2288.72,2256.88,2288.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Federal Way,98003,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,167.42,154.98,182.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sound Family Medicine,Puyallup,98374,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,84.96,79.66,95.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates,Renton,98055,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,140.69,140.69,210.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Western Washington Medical Group - Dept. Of Urology,Everett,98203,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,389.98,381.69,419.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Westsound Orthopaedics - Franciscan Medical Group,Silverdale,98383,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,101.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mount Baker Rheumatology Center,Bellingham,98225,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,86.73,86.72,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Sound Fertility Care,Seattle,98101,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,138,136.94,138,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia Rheumatology,Kennewick,99336,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,66.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic Specialists,Spokane,99204,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,117.25,117.25,143.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Ob/Gyn Associates Of Spokane,Spokane,99204,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Obstetrics & Gynecology,Olympia,98506,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,207.78,140,209.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Alliance Healthcare Radiology Of Mountlake Terrace,Mountlake Terrace,98043,MRI of the Spine,Outpatient Diagnostic,699.52,612.3,820.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Longview Radiologists,Kelso,98626,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,93.33,93.33,93.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Family Care Network,Bellingham,98225,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,166.17,158.71,177.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Family Care Network,Bellingham,98225,Bone Mineral Density Scan,Outpatient Diagnostic,84.19,79.9,85.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Outpatient Spine Center,Bellingham,98225,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,137.23,112.8,137.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Outpatient Spine Center,Bellingham,98225,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,157.2,141.48,183.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,X-ray of Hip: 2+ Views,Outpatient Diagnostic,71.39,56.12,71.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,X-ray of Knee: 3+ Views,Outpatient Diagnostic,69.6,53.22,106.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,Esophagram,Outpatient Diagnostic,125.92,121.88,164.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Family Medicine Clinic,Edmonds,98026,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,156.7,147.36,157.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Edmonds Family Medicine Clinic,Edmonds,98026,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,192.93,189.43,205,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Medical Group,Seattle,98104,MRI of the Spine,Outpatient Diagnostic,502.54,469.92,548.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Medical Group,Seattle,98104,X-ray of Hip: 2+ Views,Outpatient Diagnostic,83.52,71.19,83.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Medical Group,Seattle,98104,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,209.87,145.79,212.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Readycare,Pullman,99163,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,85.5,79.66,88.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Benton Franklin Orthopedic Associates,Kennewick,99336,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,84.94,79.66,84.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Benton Franklin Orthopedic Associates,Kennewick,99336,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,117.25,117.25,117.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri-Cities Physical Medicine & Rehab,Richland,99352,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,78.77,78.77,79.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Washington Urology,Richland,99352,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,290,266.26,333.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopaedic & Sports Medicine,,,X-ray of Hip: 2+ Views,Outpatient Diagnostic,55.14,54.57,56.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lakewood Surgery Center,,,Knee Arthroscopy,Outpatient Surgery,3558.84,3100.71,4828.34,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Orthopaedics - Federal Way,,,MRI of the Spine,Outpatient Diagnostic,654.81,654.81,654.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Knee Arthroscopy,Outpatient Surgery,4124.76,3069.65,7557.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Total Hysterectomy: Laparoscopic,Outpatient Surgery,14779.86,11950.17,20608.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Spine Epidural Injection,Outpatient Diagnostic,557.17,314.5,1275,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Total Hip Replacement: Outpatient,Outpatient Surgery,20734.68,19871.36,23402.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Portland Adventist Medical Center,Portland,97216,Echocardiogram,Outpatient Diagnostic,965.14,356.82,1955.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Portland Adventist Medical Center,Portland,97216,Screening Digital Mammogram,Outpatient Diagnostic,331.94,331.94,414,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Southeast Washington,Walla Walla,99362,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,127.84,126.76,130.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,121.84,119.49,126.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,Diagnostic Colonoscopy,Outpatient Surgery,1692.46,537.47,2358.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,X-ray of Knee: 3+ Views,Outpatient Diagnostic,71.16,71.16,76.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - Spokane,Spokane,99204,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,205.69,184.34,205.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Medical Group - West Olympia Family Medicine,Olympia,98501,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,232.24,230.73,256.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Vincent Medical Center,Portland,97225,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,839.96,602.64,866.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Vincent Medical Center,Portland,97225,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,405.44,328.14,430.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Gastroenterology - Kirkland,Kirkland,98034,Colonoscopy and Biopsy,Outpatient Surgery,1668,1510,1994,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,90.27,79.66,109.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,492.16,281.6,1015.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,X-ray of Knee: 3+ Views,Outpatient Diagnostic,56.65,52.27,59.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,575.16,378.72,3032.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Colonoscopy and Biopsy,Outpatient Surgery,1522.65,562.69,2425.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,MRI of the Spine,Outpatient Diagnostic,469.92,339.79,800.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Urology Group,Seattle,98104,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,559.38,559.38,610.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Medical Group-Renton,Renton,98055,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,541.32,410.95,610.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Kittitas Valley Internal Medicine,Ellensburg,98926,Colonoscopy with Lesion Removal,Outpatient Surgery,3207.41,2125.71,3463.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth - Southwest Washington Medical Group,Vancouver,98664,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,123.63,116.76,148,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Gynecology Specialists,Seattle,98104,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,129.4,100.24,164.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Meridian Bone Density Specialist,Puyallup,98373,Bone Mineral Density Scan,Outpatient Diagnostic,80.85,66.23,138.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Radiology,Aberdeen,98520,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,165.68,165.68,175.38,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northern Desert Cardiology,Richland,99352,Echocardiogram,Outpatient Diagnostic,252.45,249.26,252.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Reproductive Health,Bellevue,98004,Hysterosalpingogram (HSG),Outpatient Diagnostic,273.5,215.03,287.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreen Radia,Kirkland,98034,MRI of the Spine,Outpatient Diagnostic,944.16,772.2,944.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Kirkland,98034,MRI of the Spine,Outpatient Diagnostic,733.12,612.3,820.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eastside Family Medicine Clinic,Bellevue,98004,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,54.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eastside Family Medicine Clinic,Bellevue,98004,Screening Digital Mammogram,Outpatient Diagnostic,182.58,182.58,188.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellegrove Ob/Gyn,Bellevue,98004,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,221.7,198.24,221.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Orthopaedics,Auburn,98002,MRI of the Spine,Outpatient Diagnostic,548.49,548.49,548.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Orthopaedics,Auburn,98002,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,51.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Imaging,Auburn,98002,Spine Epidural Injection,Outpatient Diagnostic,452,447.49,452,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
