OBJECTID,SYSTEM,PARENTID,DEPARTMENT,DESCRIPTION,SYNTURF_Location,System_Type,Turf_Type,Infill_Material,JOP,Maint_By,Maint_By_Spec,Construction_Entity,Construction_Entity_Spec,Contract_Type,Contract_Number,Commission_Date,RETIRED,Borough,Shape
74,M105-SYNTURF-0021,M105,M-03,Sara D. Roosevelt - Lion's Gate,Grand Street and Chrystie Street,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,M105-100M,04/10/2002,False,M,0xD708000001040500000000BAE7B3C9182E410022B4C5698C084100F896BE02182E4100CCC3E1A08D084180BF29E970172E4100E44D70CA87084100E1164239182E410094E6D39F86084100BAE7B3C9182E410022B4C5698C084101000000020000000001000000FFFFFFFF0000000003
29,B061-SYNTURF-0013,B061,B-02,McLaughlin Park,Tillary Street and Flatbush Avenue Ext,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B061-105M,01/30/2007,False,B,0xD70800000104060000000031AC828F292E41005ABA5C4B8D0741005581EEA2292E410070EE26C09207418059B6F24B282E410088F82EEE92074180C2DBD82E282E4100663C4978920741804B036C25282E41005A1ABC938D07410031AC828F292E41005ABA5C4B8D074101000000020000000001000000FFFFFFFF0000000003
131,X010-SYNTURF-0003,X010,X-03,Crotona Park,Crotona Park East and Crotona Park North,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,X010-109M,04/11/2011,False,X,0xD708000001042700000080254F7771F72E410030BDCC98DD0D410033415B75F72E410046AD9554DD0D41803BE0157CF72E410066DFFF13DD0D41807DF27485F72E4100D2BEEBD8DC0D4100ED423391F72E4100300E10A5DC0D41003622F99EF72E4100507BEE79DC0D4180CE6E60AEF72E41000ADBC658DC0D4180FBC3F6BEF72E410018C58F42DC0D4180DFD540D0F72E4100F883EE37DC0D410089F8BDE1F72E4100DC603239DC0D4100037EECF2F72E41009E9B5046DC0D41805EBC4C03F82E4100C61EE95EDC0D4100052EF111F82E410098C33D81DC0D41808777411FF82E41007CF257ABDC0D4100E815FC2AF82E410056106ADCDC0D41004840E734F82E41007AE18013DD0D4180393981B2F82E4100E27507B4E00D4100DDE718B8F82E410020C287FEE00D4180A424E2BAF82E4100F8AF834BE10D41805350CDBAF82E4100EA8C4C99E10D4100EDEBDAB7F82E4100644A30E6E10D418022B127B0F82E41003A179B29E20D4180AB47B2A5F82E4100F017CA66E20D4180B7F6C898F82E41009E0DF39BE20D4100BC54CC89F82E4100408A89C7E20D41006B972C79F82E4100EA5446E8E20D4100A50C6667F82E4100E22D34FDE20D41806DBEFD54F82E4100D232B705E30D4100DAC07D42F82E4100BCE28E01E30D418001287030F82E41001CD2DAF0E20D4100114CC122F82E410010CDD6D9E20D4100F7401016F82E4100F23D0DBBE20D4180C112A30AF82E410050CB2695E20D41006615B900F82E41005A70F668E20D4180B80B89F8F72E4100BE147037E20D4180C79FB57BF72E41003AFFA897DE0D41808136EB74F72E4100628C3F45DE0D41002FA97971F72E4100EAE892EFDD0D4180254F7771F72E410030BDCC98DD0D4101000000020000000001000000FFFFFFFF0000000003
12,B269-SYNTURF-0054,B269,B-03,Jesse Owens Playground,Stuyvesant Avenue and Greene Avenue,Play Area,Infill,Coated Sand,true,DPR,NULL,DPR,NULL,Capital,B269-116M,01/01/1899,True,B,0xD708000001042600000080D8325FDA9B2E4100FA522C1A55074180AC569BD39B2E4100A2B4310E55074180DB8773CD9B2E4100208DC7FD5407418018CD15C89B2E41004E2668E954074100FF4BAAC39B2E41007CB2ACD154074100107252C09B2E41005A9446B754074180AAF026BE9B2E4100E402FC9A540741000F3E38BD9B2E410050A5A07D5407418058688DBD9B2E4100EE3210605407418083C9E9CE9B2E4100B2FF817F520741003C29AFD19B2E4100F8125F625207418089BCA3D59B2E41000E5F834752074100FDC9AADA9B2E4100E6BEB12F5207418008889FE09B2E4100208D971B5207418004F656E79B2E4100F243C70B5207410034DC9FEE9B2E41001A75B40052074100C95045F69B2E4100CE15AFFA51074180EDB90FFE9B2E4100BA7EE3F951074100C550C6059C2E4100F40F57FE510741007D5D6DB49C2E4100F80282665207410050699EBB9C2E41003E85436C52074180C66B75C29C2E41003406DA76520741001AFEBEC89C2E4100A4E4F4855207418092C14BCE9C2E4100D8922299520741808FE2F1D29C2E4100A246D3AF5207418088708ED69C2E41006C555CC952074180143506D99C2E41004E3CFCE452074180ECB546DA9C2E410026B4E40153074180EB5F46DA9C2E4100A6B13A1F5307418058A27BC69C2E4100BCE1F31C5507410019F0CCC29C2E410096EB4F3855074180AB9409BE9C2E41009202DD5055074100925353B89C2E41000E74EC65550741806852D2B19C2E4100CC6DEA7655074180DF6CB4AA9C2E41000002608355074180B9B12BA39C2E4100562BF58A55074100C4606D9B9C2E4100FC7C738D55074180D8325FDA9B2E4100FA522C1A55074101000000020000000001000000FFFFFFFF0000000003
138,X108-SYNTURF-0012,X108,X-06,Belmont Playground,East 182th Street and Belmont Avenue,Field Group,Infill,Rounded Sand,false,DPR,NULL,DPR,NULL,Capital,CNYG-1108M PLANYC,04/19/2010,False,X,0xD708000001041500000000826AFFF3FA2E41003C0AAC4A660E4180988F424FFB2E41001472CAFF640E41808AA3225BFB2E410096EBDF33650E418073CDB86DFB2E41009878CCEC640E4180007CBA69FB2E4100DCB2E8DE640E410046CBFFE9FB2E4100802757E0620E418018828812FC2E4100CCA0E9E7620E4180F7A4BBD0FC2E41002A3B9722660E41801E5B41D0FC2E4100F0730B49660E418010B158EAFC2E4100405805C0660E418029D8BFCFFC2E4100DE030E3E670E4100D33CF0B1FC2E4100BEDC01B0670E4100618E4191FC2E4100D2459214680E41004436136EFC2E4100A246986A680E41000C83CC48FC2E41006A3F19B1680E41005E4EDA21FC2E4100043D46E7680E4180F3D1AEF9FB2E41000A01800C690E410095CEBFD0FB2E4100D85D5A20690E41007373388CFB2E4100083FCB24690E4100C127CE47FB2E4100A27B6814690E4100826AFFF3FA2E41003C0AAC4A660E4101000000020000000001000000FFFFFFFF0000000003
195,X299-SYNTURF-0032,X299,X-03,Little Claremont Park,Crotona Park East & Crotona Park North,Play Area,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,X299-116M,01/01/1899,False,X,0xD70800000104140000000070874A6ED92E410012040CD5E10D4180993FBE91D92E4100D6778516E30D4100C218B815D92E41006C1E11E9E30D418004EEB713D92E4100E2B8B3E9E30D4100FD58AD12D92E4100366087E9E30D41000B4FA811D92E4100322F44E9E30D41808A32AF0ED92E4100BAF87DE4E30D41808020E60DD92E4100049FFBE1E30D4100949D240DD92E4100EA105FDFE30D4180F2DA6D0BD92E4100540BB1D6E30D4100585895EED82E410082A46CD1E20D41006F0A59EED82E410018AD45C8E20D410047CB4EEED82E4100BC114DC4E20D41804FFA50EED82E4100DA17A5BEE20D41808F9FA3EED82E4100DE2E30B8E20D4100016345EFD82E41007E1EFDB4E20D4180200014F0D82E410096BF22B1E20D41005A55E9F0D82E4100DA958DACE20D41009BAEC0F1D82E41009A855AA8E20D410070874A6ED92E410012040CD5E10D4101000000020000000001000000FFFFFFFF0000000003
55,B270-SYNTURF-0055,B270,B-16,Brownsville Playground,Linden Boulevard and Christopher Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B270-107M,04/22/2008,False,B,0xD7080000010409000000800C9CA876DE2E410024FD1D18CC054180E1BFF74BDE2E41009255A680CC0541000CD96BD3DC2E41003C3B054ECB054100F1832ABDDC2E4100A2580BCACA0541004AE648E4DC2E4100745E2D88C7054180C1FFED12DD2E4100F81DAA25C4054180A4650C1FDD2E4100AA7EFFCEC3054180981DACA0DE2E4100745E45F9C80541800C9CA876DE2E410024FD1D18CC054101000000020000000001000000FFFFFFFF0000000003
76,M111-SYNTURF-0027,M111,M-11,James Weldon Johnson Playground,Lexington Avenue and East 115th Street,Field Group,Infill,Coated Sand,true,DPR,NULL,Unknown,NULL,Unknown,NULL,01/01/1899,True,M,0xD70800000104060000000018EF0C01872E4100044834970A0C4100E430B134872E410090DE22260A0C41800BDA5E6E872E41005A01A5CB0B0C41000242A541872E410032CC902D0C0C4100B3028538872E41004A1C8E2C0C0C410018EF0C01872E4100044834970A0C4101000000020000000001000000FFFFFFFF0000000003
112,Q300-SYNTURF-0030,Q300,Q-07,Kissena Corridor Park,Peck Avenue and 151st Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,QG-1105M,10/05/2006,False,Q,0xD708000001040B00000000E519E4CD962F4100AC11BEF9C60941004C561453952F4100864AF8C3C809410082B61952952F4100E445739AC80941000F6D7449952F4100A05F009EC8094100A9DF1632952F41003216CA8FC709418038ED450D952F4100220CC042C7094180995A726F942F41005449D1C4BE094180D5512F84942F4100A8BBFF1FBE094180FBE6CD6F942F4100E8DDD2F6BC094180161D97ED952F41006CE2B625BB094100E519E4CD962F4100AC11BEF9C6094101000000020000000001000000FFFFFFFF0000000003
171,Q002-SYNTURF-0001,Q002,Q-05,Grover Cleveland Playground,Fairview Avenue and Stanhope Street,Field Group,Infill,TPE,false,DPR,NULL,DPR,NULL,Capital,CNYG-808M PLANYC,06/23/2010,False,Q,0xD708000001040E00000080E31A2252C82E4100B271F1A22F084180E9AE9650C82E41005892D69A2F084100FF379603C82E410044C3D4062E084100DDADA64EC92E41004E8920112A084180EA527950C92E41005838CBEF29084100FE93194CC92E4100CE1C3CDB290841801FBBC46EC92E41003C0B577029084180CB7A5191C92E410036F17583290841007372F9A7C92E4100DCA080012A084180351EA49FC92E41009C5D8B1B2A084100853AF29EC92E4100C44B04382A084180F79B9738CA2E4100483784642D0841809C5A9EBEC82E4100DA8721DC31084180E31A2252C82E4100B271F1A22F084101000000020000000001000000FFFFFFFF0000000003
93,Q015-SYNTURF-0003,Q015,Q-16,Forest Park - Victory Field,Forest Park Drive and Woohaven Boulevard,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,Q015-203M,08/11/2004,False,Q,0xD708000001042C0000008003099F8C472F410000302054CB074180FE311FE4482F4100FA5E258AC2074100CAC7D5F3482F4100D648BF32C20741808E2BDE05492F4100A6D3D4E2C10741807096FF19492F4100344B619BC10741007D0AFB2F492F4100E81A455DC1074100621E9C4B492F4100C4153F28C1074180BF34E968492F4100DEA25804C107418006513987492F4100545D5FF2C0074100976CDEA5492F4100BA16BCF2C0074180C3A527C4492F410006736B05C1074100EC2067E1492F4100969C022AC1074180830CF4FC492F41003E98AE5FC1074180252C30164A2F410052FD3AA5C10741009F078A2C4A2F4100C2A916F9C1074100FF1D813F4A2F4100462E5F59C20741809E14A84E4A2F41007EE2EAC3C20741802CE8A7594A2F410022A55336C3074180B44441604A2F410042A807AEC3074100A3084E624A2F410072895528C40741800C320D5F4A2F410058F83FA8C407418003068C574A2F41000A484525C50741800CC9EC4B4A2F4100D6A3259DC5074180FD1C95EA482F410054F464B0CE0741009E025CD7482F4100F43A3911CF074180B7BFA3C0482F410056DF1065CF074100633FF7A6482F4100BE8DECA9CF0741004FF57A89482F410038CC64E2CF074180FD971F6A482F410042635D07D007410087EBB149482F410032C3E317D00741801EC20529482F4100666A8C13D0074180FD70F008482F41004E3D74FACF0741804F9B43EA472F410064823ECDCF0741001CD2C7CD472F410020DE128DCF074100330937B4472F4100D496943BCF0741801939389E472F41008C28D7DACE074180FC2B5B8C472F4100DC30546DCE0741809F75147F472F41008842D5F5CD07418051EEBA76472F410068796877CD074180E5028573472F4100F0F146F5CC0741802AEB2375472F410014544689CC074180A321EA79472F41000CB8C61ECC0741800F30C781472F410082B73FB7CB07418003099F8C472F410000302054CB074101000000020000000001000000FFFFFFFF0000000003
150,X354-SYNTURF-0034,X354,X-01,Melrose School,East 157th Street and Melrose Avenue,Field Group,Infill,Rubber Crumb,true,DPR,NULL,Unknown,NULL,Unknown,NULL,09/10/2008,False,X,0xD708000001040A0000008080FB804DBE2E4100C45269D6240D418054FEA2B2BD2E4100A224C6FB1E0D4100CABCBDB5BE2E41005AD85A641D0D4180A86692B1BE2E4100385516371D0D4100B08A2B1FBF2E4100A6F002821C0D4100DF12B244BF2E41005278F5BF1C0D418047D20088BF2E410024F0B1581F0D410004FBA97FBF2E41001A7B236E1F0D4100E87FB1CDBF2E4100145EF16A220D418080FB804DBE2E4100C45269D6240D4101000000020000000001000000FFFFFFFF0000000003
10,B141-SYNTURF-0034,B141,B-05,City Line Park,Fountain Avenue and S Conduit Avenue,Unknown,Unknown,Unknown,true,DPR,NULL,DPR,NULL,Capital,B141-116M,01/01/1899,True,B,0xD7080000010431000000002CA09FC0182F410002DAEDB2CF06410072485EBE182F4100985D84A9CF0641805DCA89BC182F4100DA1FBA9ECF06410021402FBB182F4100F869DE92CF064180E16758BA182F41003A394586CF064180B74D0BBA182F410000EF4979CF064100AAF549BA182F4100B4F0496CCF064180B30713BB182F4100C0A3A25FCF064100BE7760BC182F41008469AF53CF064100A40829BE182F41004C97C548CF06410035CB5FC0182F41004876343FCF06410033F5F4C2182F4100828F4037CF064180A88B1F5D192F41006269B2F2CC064180C319BC5F192F4100D0CBE2E5CC064180DB59DC62192F4100FE2D13DBCC06410094466866192F410028E196D2CC0641008353446A192F41005012AFCCCC06410035F0526E192F410020C688C9CC06410031887472192F4100FC843DC9CC064180FCB18976192F4100ECA6CECBCC0641801DAE727A192F4100A0AF28D1CC0641001E40117E192F41007AF621D9CC06410094B04981192F41008E027EE3CC0641001E230384192F4100A486EBEFCC064100EA7C9FCD192F41008AEA5C2FCE06418075749BD0192F4100D05C4139CE06418039AB21D3192F4100568E0545CE064100EFA61FD5192F4100CA255252CE0641805B9F86D6192F4100B661C660CE06410059804CD7192F41007C6CF76FCE064100D1686BD7192F41007068767FCE064100C0ACE2D6192F4100DCC7D18ECE0641003529B6D5192F410004FD979DCE0641805144EED3192F41004C865DABCE064180486E98D1192F41002AEEBCB7CE0641005B73C5CE192F4100407F5BC2CE064180DA278ACB192F41006048EBCACE064100B5D8AD30192F4100441A2407D1064100A21FD12D192F410028893111D10641801076912A192F4100ECC32419D10641805E370727192F4100A4FDC11ED1064180F2ED4C23192F4100B439E021D1064100387C7E1F192F4100BE476722D10641809F9BB81B192F4100B2735220D106418095AF1718192F4100D035B31BD106410083C3B614192F4100987AAA14D1064100CC8AAF11192F4100DC026E0BD1064100C65C180F192F4100A8034300D10641002CA09FC0182F410002DAEDB2CF064101000000020000000001000000FFFFFFFF0000000003
24,B047-SYNTURF-0007,B047,Q-05A,Highland Park,Jamaica Avenue and Ashford Street,Field Group,Infill,Rounded Sand,false,DPR,NULL,DPR,NULL,Capital,Q020-106M,05/19/2009,False,B,0xD70800000104050000008027B462DCFA2E410064E20B43FA0641006A928458FB2E4100666BC4FAF6064180146F3400FE2E41008A64AF9CFD064180078EBB7FFD2E4100A44C04DE0007418027B462DCFA2E410064E20B43FA064101000000020000000001000000FFFFFFFF0000000003
81,M164-SYNTURF-0032,M164,M-06,Asser Levy Playground,Asser Levy Place and East 25th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,M164-113M,10/01/2014,False,M,0xD7080000010406000000009CEC9DC43D2E4100AE3A37AE5909410099AB01063E2E410002C11B1F5909410050F8425C3E2E4100C0A0B4955B09418009FC5EA63E2E4100AC78C29E5D09418062D808643E2E4100BA0211315E0941009CEC9DC43D2E4100AE3A37AE59094101000000020000000001000000FFFFFFFF0000000003
88,M223-SYNTURF-0041,M223,M-09,Jacob H. Schiff Playground,Amsterdam Avenue and West 138th Street,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,M223-103M,04/26/2004,False,M,0xD708000001040A0000008082371FB4722E4100D2D36400190D4100679E470A722E4100A8101C7E1A0D418003BB2A02722E41000E3D2E401A0D4180DAA333F5712E4100F266EC291A0D4100D88B81F3702E4100D092515C1C0D4180DDDAA6D1702E41009CEDA6321C0D4100A963F962702E4100FCDB3F19190D4100A229AC0D702E4100B89578ED160D4180D67B48D9712E4100D6AD40D8120D418082371FB4722E4100D2D36400190D4101000000020000000001000000FFFFFFFF0000000003
145,X185-SYNTURF-0024,X185,X-03,Dunbar Playground,Trinity Avenue and East 163rd Street,Field Group,Non-Infill,Not Applicable,true,DPR,NULL,DPR,NULL,Capital,CNYG-1108M PLANYC,05/06/2010,False,X,0xD7080000010411000000803956D9D3D22E410034A805CA300D4100102EADA9D22E41008022F3902E0D4180AFE35DB2D22E41009A653E822E0D41007AB4092FD42E41003A2CD9B62C0D4180A78B8C4CD42E410034614DFA2C0D41003A382ABED42E41001C5A2689320D418071288217D42E410092545B52330D4180AE8BF313D42E41005C19390B330D410043DFEFE8D32E4100C898CD02330D410000FB7ABED32E41001635EFE5320D41003DEA2F95D32E4100E21708B5320D4100412FA56DD32E4100DAA3C970320D418039156B48D32E4100C2202D1A320D410036D70926D32E410066B36FB2310D41801A9AFE06D32E410078F90A3B310D41009EC0BAEBD22E41009405B3B5300D41803956D9D3D22E410034A805CA300D4101000000020000000001000000FFFFFFFF0000000003
202,Q099-SYNTURF-0014,Q099,Q-15,FMCP Soccer-07,United Nations Avenue South,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,Q099-601M,11/20/2003,False,Q,0xD708000001040500000080D68C890E612F410002F74B0CC6094100A650BCC9602F4100065E7AFECF094100D567738E5F2F41008A2DD974CF09410037C792DB5F2F4100D84CED78C5094180D68C890E612F410002F74B0CC6094101000000020000000001000000FFFFFFFF0000000003
159,B216-SYNTURF-0044,B216,B-03,Raymond Bush Playground,Marcus Garvey Blvd and Monore Street,Play Area,Infill,Unknown,true,DPR,NULL,DPR,NULL,Capital,B216-102M,08/11/2005,False,B,0xD708000001042A00000080C76EC3D98C2E41005079C3F31C074180A7D6F7E08C2E4100EA93FE231D074180315F27EA8C2E41005E3C804E1D07418052FA0AF58C2E4100AEDDFD711D074180C3294E018D2E4100B453658D1D07418015DA910E8D2E41003C4BE29F1D074100B9126F1C8D2E4100164EE4A81D07410010A87A2A8D2E410038D326A81D074100759547388D2E4100B68EAE9D1D07410049DA6A458D2E4100CE79CD891D07410003AB7E518D2E4100D0721D6D1D074180384C255C8D2E410018357C481D074180894CFB638D2E410088FA8C7C1D0741801A478E698D2E4100405915B51D07410053EDB66C8D2E41003CDF86F01D074180DD125F6D8D2E4100229A3D2D1E074100A803826B8D2E41007C338E691E074100E4AE2C678D2E4100D854CDA31E07418009FD7D608D2E4100002061DA1E074100CEF6A4578D2E410020E7C70B1F07410023EEDF4C8D2E4100FA9CA5361F07410030267B408D2E4100F8E4CB591F07418045CDCD328D2E4100567741741F074180D97938248D2E410048E14C851F0741807A2422158D2E4100F830758C1F074180F9ED9B108D2E41007AB1075D1F0741808DF94B0A8D2E410014F7FC301F074180CFEB59028D2E4100EE2567091F0741007FFCF6F88C2E4100BED53CE71E0741807C755DEE8C2E4100BAAD51CB1E074180C75ACFE28C2E410084B453B61E074100766694D68C2E410012F0C5A81E074180AEB0F8C98C2E4100AA05FBA21E0741009F804ABD8C2E4100D89518A51E074180D9482EB88C2E41002A890E6C1E074180CD6C95B58C2E410036825C301E074180C41293B58C2E4100CA5BC5F31D074100BF6527B88C2E4100C8F80FB81D074180733F3FBD8C2E410002E0FF7E1D0741804BD2B3C48C2E4100F013414A1D0741806F594DCE8C2E41009806621B1D074180C76EC3D98C2E41005079C3F31C074101000000020000000001000000FFFFFFFF0000000003
19,Q099-SYNTURF-0016,Q099,Q-15,Flushing Meadows Corona Park,Fountain of the Fairs PR North,Field Group,Unknown,Unknown,false,DPR,NULL,DPR,NULL,Capital,Q099-601M,11/20/2003,True,Q,0xD7080000010405000000802D54807C632F41009C4F8725E30941809E966ABF622F4100C2F02B32E8094180E99A0675602F4100F01EBFD5E2094180D935CB34612F41002C8EF7C1DD0941802D54807C632F41009C4F8725E3094101000000020000000001000000FFFFFFFF0000000003
140,X124-SYNTURF-0015,X124,X-09,Watson Gleason Playground,Rosedale Avenue and Gleason Avenue,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,X129-107M PLANYC,04/09/2009,False,X,0xD708000001040700000000C6EA1944242F4100BEB991F06B0D410078B02790252F410070A4C0D56C0D4100D9287442252F4100AE711AC1730D4180806B93DA232F41000A1330C5720D4180E2334FFD232F410032E9BECA6F0D4180C8F4DC25242F4100C27B234E6C0D4100C6EA1944242F4100BEB991F06B0D4101000000020000000001000000FFFFFFFF0000000003
197,M010-SYNTURF-0003,M010,M-13,Heckscher Playground - Central Park,Hecksher Playground,Play Area,Infill,Unknown,false,Other,Central Park Conservancy,Unknown,NULL,Unknown,NULL,05/12/2016,False,M,0xD708000001042500000080676C688F3A2E4100420AA0B5C50A4100DB8CA2833A2E4100502281B1C50A4180B03938783A2E4100FC5645A5C50A4180404F826D3A2E4100B0B94A91C50A4180CBF3D3633A2E4100CAD82D76C50A41807693785B3A2E41007457C054C50A41003D5BB1543A2E4100A695072EC50A4100EAB3B24F3A2E4100E23F2F03C50A410015C1A34C3A2E410038F385D5C40A418018079C4B3A2E410006756EA6C40A410015C1A34C3A2E4100D4F65677C40A4100EAB3B24F3A2E41002CAAAD49C40A41003D5BB1543A2E41006A00D61EC40A41807693785B3A2E410098921CF8C30A4180CBF3D3633A2E41004411AFD6C30A4180404F826D3A2E41005E3092BBC30A4180B03938783A2E4100129397A7C30A4100DB8CA2833A2E4100BCC75B9BC30A4180676C688F3A2E4100CCDF3C97C30A4100F44B2E9B3A2E4100BCC75B9BC30A41001E9F98A63A2E4100129397A7C30A41808E894EB13A2E41005E3092BBC30A410003E5FCBA3A2E41004411AFD6C30A4100584558C33A2E410098921CF8C30A4180917D1FCA3A2E41006A00D61EC40A4180E4241ECF3A2E41002CAAAD49C40A4100BA172DD23A2E4100D4F65677C40A4100B6D134D33A2E410006756EA6C40A4100BA172DD23A2E410038F385D5C40A4180E4241ECF3A2E4100E23F2F03C50A4180917D1FCA3A2E4100A695072EC50A4100584558C33A2E41007457C054C50A410003E5FCBA3A2E4100CAD82D76C50A41808E894EB13A2E4100B0B94A91C50A41001E9F98A63A2E4100FC5645A5C50A4100F44B2E9B3A2E4100502281B1C50A4180676C688F3A2E4100420AA0B5C50A4101000000020000000001000000FFFFFFFF0000000003
14,Q131-SYNTURF-0025,Q131,Q-05,Frank Principe Park,Maurice Avenue and 54th Avenue,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,Q131-115M,01/01/1899,False,Q,0xD708000001043E00000000705FDC4BD52E4100E68A64E7F0084100D8A97415D72E4100940AFF18EC0841001CA3B11AD72E4100FE65810EEC084100BAF94720D72E4100BEA67607EC08418026BB1326D72E410086D10B04EC084100D046EF2BD72E4100ACBE5704EC08418025FCB431D72E410026BE5708EC08410096903F37D72E41009047F20FEC08418096116B3CD72E41002E4EF61AEC084180A7921641D72E4100EE981C29EC08418053812345D72E41006C720A3AEC08418035FF7748D72E410002A9514DEC0841003F59D09AD82E4100084830E6F4084100749B319DD82E410088C399F6F4084180DE16DA9ED82E41004EA46008F50841804FDEBD9FD82E41006AE8031BF5084180AE64D69FD82E4100D081FC2DF5084180F8FD229FD82E41006A06C040F508418041DFA89DD82E41002C14C852F5084180B29D729BD82E41001CF99063F5084180892E9098D82E41006417A172F508410018911695D82E41005C958B7FF5084100BF221F91D82E41009A61F289F5084180ED46C68CD82E4100FEE68A91F50841002CF672F8D52E41000EF7D309FC0841000CD8B6D3D52E4100AE9EA5E8FB084100B25D8DBAD52E41003029E043FB084100062772BCD52E4100AA524A45FB0841007A565FBED52E41002E976C45FB084180D8FA46C0D52E4100BEF64644FB084100EEA31BC2D52E410076D5E041FB0841008737D0C3D52E41009AAB4B3EFB084100759D58C5D52E41008855A039FB0841008EEAA9C6D52E4100C8170134FB084180ADB6BAC7D52E4100F296952DFB084100B67283C8D52E4100B82F8C26FB0841009268FEC8D52E4100D842151FFB084180346728C9D52E410024E96717FB08418097EBFFC8D52E41006CE3B90FFB084100C27886C8D52E4100869E4108FB084180BE14BFC7D52E410042873501FB084100DA21BF63D52E4100ACBBA68AF80841007CCD3E57D52E41000C4CEB52F80841804540B748D52E410062E5B423F808418098318438D52E410036342FFEF708418002190C27D52E41001CBC46E3F70841002E7EBD14D52E4100A627A6D3F7084100DBF20B02D52E41005090AFCFF7084100C6FEE5EED42E41000AA0E2D7F7084100EF8854DCD42E4100187B51ECF7084180E1123822D42E4100A44E8AFBF4084100C833481DD42E41007AE82AE2F408410033558319D42E41009ACAC4C5F4084180925B0617D42E410050A831A7F4084180306DE415D42E410028AD5C87F40841002F1B2616D42E4100D66C3A67F40841008561C917D42E41000C27C047F408410003D2C11AD42E410074BFDF29F40841805094F81ED42E410086557E0EF4084100F1674D24D42E41006C386EF6F30841004CBEA54AD42E41006A04A282F3084100705FDC4BD52E4100E68A64E7F0084101000000020000000001000000FFFFFFFF0000000003
57,B529-SYNTURF-0066,B529,B-01,Bushwick Inlet Park,Kent Avenue and North 9th Street,Field Group,Infill,Rounded Sand,false,DPR,NULL,DPR,NULL,Capital,BG-38250,01/04/2010,False,B,0xD7080000010405000000809922B08F5E2E4100CAC62DFDB50841003C3D07965C2E4100F878487EBC084180CF404E9E5B2E41001079FACDB708410000FACB9B5D2E4100A8FEFB51B10841809922B08F5E2E4100CAC62DFDB5084101000000020000000001000000FFFFFFFF0000000003
114,Q305-SYNTURF-0032,Q305,Q-05,Mafera Park,65th Place and 68th Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,QG-1205M,10/06/2006,False,Q,0xD708000001040D00000000ED41CE5FF52E41006482116E170841808045255EF52E4100087F8E5917084100605BEC22F52E4100D046F58517084180093FF1FFF42E4100042B4E0216084180895FDE2BF42E4100B4C2215911084180B8B957A0F32E41003E0F2D2A0D0841007DD8A7ABF32E410032BC4E8E0C084180754EDDE6F52E4100E0D8E5F4070841006542C2EBF52E41004A4026B80808410002CE2020F62E4100BAF37EA808084100EA4C54B0F62E4100EC9E614216084100600FB499F62E4100F6FA97C216084100ED41CE5FF52E41006482116E17084101000000020000000001000000FFFFFFFF0000000003
31,B068-SYNTURF-0015,B068,B-14,Parade Ground Soccer-10 and 11,Caton Avenue and Marlborough Road,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B068-199,06/22/2001,False,B,0xD7080000010406000000807B835405512E41007CABDA2B800541002FB1FC9F542E4100C66388A287054100CC76B5A9542E4100DC324F3B8805418011BC8370532E4100AC846BBA910541006AD592BD4F2E410010DA42288A0541807B835405512E41007CABDA2B80054101000000020000000001000000FFFFFFFF0000000003
