YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,%PovertyLevel,Age(years),BirthOrder,Education,Gender,MaritalStatus,Metropolitan,Race/Ethnicity,WICParticipation,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,14.5,14.5,,,11.9,17.5,2282,,,,,Some college or technical school,,,,,,,BF,BF1,Q004,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,39.1,39.0,,,32.4,46.3,248,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q004,VALUE,31,Total,Total,OVR,OVERALL
2011,2011,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,63.1,63.1,,,54.9,70.5,321,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q005,VALUE,06,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,67.3,67.3,,,65.8,68.8,9982,,,,,,,,,,Yes,,BF,BF1,Q006,VALUE,59,WIC Participation,Yes,WIC,WICYES
2014,2014,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,41.0,41.0,,,34.3,48.0,264,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q007,VALUE,40,Total,Total,OVR,OVERALL
2014,2014,VI,Virgin Islands,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,35.4,35.0,,,29.3,41.9,322,Total,,,,,,,,,,"(18.335765, -64.896335)",BF,BF1,Q007,VALUE,78,Total,Total,OVR,OVERALL
2013,2013,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,31.1,31.1,,,24.2,39.0,185,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q002,VALUE,15,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,56.2,56.2,,,50.8,61.4,815,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,10.6,10.6,,,6.8,16.2,218,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q003,VALUE,15,Total,Total,OVR,OVERALL
2005,2005,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,23.6,23.6,,,18.9,29.1,352,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q004,VALUE,49,Total,Total,OVR,OVERALL
2011,2011,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,43.9,43.9,,,37.4,50.6,274,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q007,VALUE,32,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,29.9,29.9,,,27.0,33.0,2942,,,,,High school graduate,,,,,,,BF,BF1,Q007,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,40.7,40.7,,,35.9,45.5,1320,,,,,,,,,,"No, but eligible",,BF,BF1,Q007,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2016,2016,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,22.0,22.0,,,15.9,29.7,240,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q001,VALUE,08,Total,Total,OVR,OVERALL
2014,2014,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,16.7,17.0,,,11.4,23.7,204,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q003,VALUE,16,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,54.0,54.0,,,39.4,67.9,117,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,49.2,49.2,,,47.0,51.3,7484,,,,,,,,,,Ineligible,,BF,BF1,Q007,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2004,2004,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,17.1,17.1,,,12.9,22.3,321,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q008,VALUE,27,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,19.7,19.7,,,17.9,21.6,6519,,,,,,,,,,Yes,,BF,BF1,Q004,VALUE,59,WIC Participation,Yes,WIC,WICYES
2016,2016,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,49.9,49.9,,,43.3,56.5,347,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q005,VALUE,45,Total,Total,OVR,OVERALL
2004,2004,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,33.7,33.7,,,26.7,41.5,210,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q001,VALUE,40,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,36.7,37.0,,,30.5,43.5,633,,,,,Less than high school,,,,,,,BF,BF1,Q002,VALUE,59,Education,Less than high school,EDU,EDUHS
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,17.2,17.2,,,15.3,19.2,4844,,,,,,,Unmarried,,,,,BF,BF1,Q004,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2008,2008,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,25.0,25.0,,,20.5,30.1,378,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q004,VALUE,19,Total,Total,OVR,OVERALL
2004,2004,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,14.6,14.6,,,10.8,19.6,253,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q008,VALUE,16,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,30.1,30.1,,,28.7,31.5,12936,,,,,,,,,,Ineligible,,BF,BF1,Q004,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2010,2010,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,90.3,90.3,,,85.9,93.5,277,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q006,VALUE,30,Total,Total,OVR,OVERALL
2014,2014,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,32.0,32.0,,,26.1,38.6,282,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q004,VALUE,46,Total,Total,OVR,OVERALL
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.3,23.3,,,21.4,25.4,7214,,,,,,Female,,,,,,BF,BF1,Q008,VALUE,59,Gender,Female,GEN,FEMALE
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.5,75.5,,,72.6,78.2,3183,,,,,High school graduate,,,,,,,BF,BF1,Q006,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,30.3,30.3,,,26.0,35.0,2259,,400 - 599,,,,,,,,,,BF,BF1,Q001,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2013,2013,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.8,80.8,,,73.6,86.4,238,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q006,VALUE,31,Total,Total,OVR,OVERALL
2006,2006,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,30.2,30.2,,,23.2,38.3,183,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q001,VALUE,40,Total,Total,OVR,OVERALL
2008,2008,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,59.4,59.4,,,53.1,65.3,353,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q005,VALUE,16,Total,Total,OVR,OVERALL
2008,2008,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,43.7,43.7,,,38.3,49.2,530,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q005,VALUE,51,Total,Total,OVR,OVERALL
2006,2006,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,14.4,14.4,,,11.8,17.4,1814,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q008,VALUE,48,Total,Total,OVR,OVERALL
2005,2005,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,33.2,33.2,,,28.3,38.3,429,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q005,VALUE,39,Total,Total,OVR,OVERALL
2007,2007,PA,Pennsylvania,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.7,28.7,,,23.4,34.6,439,Total,,,,,,,,,,"(40.79373015200048, -77.86070029399963)",BF,BF1,Q001,VALUE,42,Total,Total,OVR,OVERALL
2009,2009,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,26.4,26.4,,,21.7,31.7,416,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q005,VALUE,54,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.2,24.2,,,13.5,39.4,116,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.0,21.0,,,17.8,24.5,2964,,,,,High school graduate,,,,,,,BF,BF1,Q008,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,45.4,45.0,,,41.9,48.9,2723,,600 or greater,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,14.9,14.9,,,13.0,17.1,2908,,600 or greater,,,,,,,,,,BF,BF1,Q008,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2007,2007,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,16.2,16.2,,,12.0,21.5,364,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q003,VALUE,41,Total,Total,OVR,OVERALL
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,63.7,63.7,,,61.1,66.2,3332,,,,,Less than high school,,,,,,,BF,BF1,Q006,VALUE,59,Education,Less than high school,EDU,EDUHS
2011,2011,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,42.6,42.6,,,35.2,50.3,254,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q007,VALUE,37,Total,Total,OVR,OVERALL
2014,2014,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,64.3,64.0,,,57.2,70.8,289,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q005,VALUE,50,Total,Total,OVR,OVERALL
2015,2015,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.9,47.9,,,41.5,54.4,266,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q007,VALUE,44,Total,Total,OVR,OVERALL
2006,2006,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,48.3,48.3,,,42.5,54.1,368,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q005,VALUE,31,Total,Total,OVR,OVERALL
2002,2002,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,13.7,13.7,,,10.6,17.6,385,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q004,VALUE,44,Total,Total,OVR,OVERALL
2006,2006,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.9,28.9,,,22.9,35.8,236,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q001,VALUE,23,Total,Total,OVR,OVERALL
2010,2010,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,37.0,37.0,,,29.9,44.7,279,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q005,VALUE,47,Total,Total,OVR,OVERALL
2008,2008,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,52.2,52.2,,,46.5,57.8,468,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q005,VALUE,35,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.5,76.0,,,73.6,77.3,7077,,,,,,,,,,Yes,,BF,BF1,Q006,VALUE,59,WIC Participation,Yes,WIC,WICYES
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,86.4,86.4,,,85.3,87.3,10749,,,,,College graduate,,,,,,,BF,BF1,Q006,VALUE,59,Education,College graduate,EDU,EDUCOGRAD
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,83.0,83.0,,,80.9,84.9,3525,,600 or greater,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2015,2015,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.9,32.9,,,25.2,41.6,203,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q001,VALUE,32,Total,Total,OVR,OVERALL
2008,2008,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,51.0,51.0,,,45.4,56.5,409,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q002,VALUE,36,Total,Total,OVR,OVERALL
2000,2000,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,58.8,58.8,,,44.9,71.3,148,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q006,VALUE,19,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,31.2,31.2,,,29.0,33.4,4847,,100 - 199,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,100 - 199,POV,POV100199
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,35.2,35.2,,,31.1,39.4,2272,,,,,,,,,Hispanic,,,BF,BF1,Q001,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,83.3,83.3,,,77.2,88.0,259,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q006,VALUE,09,Total,Total,OVR,OVERALL
2000,2000,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,83.1,83.1,,,68.6,91.7,148,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q006,VALUE,30,Total,Total,OVR,OVERALL
2007,2007,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,16.4,16.4,,,12.1,21.8,324,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q008,VALUE,20,Total,Total,OVR,OVERALL
2015,2015,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,35.4,35.4,,,29.8,41.4,348,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q005,VALUE,28,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,17.4,17.4,,,16.3,18.5,16149,,,30 or older,,,,,,,,,BF,BF1,Q008,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2010,2010,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,44.5,44.5,,,35.8,53.5,254,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q007,VALUE,08,Total,Total,OVR,OVERALL
2009,2009,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,37.7,37.7,,,28.0,48.6,171,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q002,VALUE,37,Total,Total,OVR,OVERALL
2003,2003,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,81.2,81.2,,,75.6,85.8,381,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q006,VALUE,30,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,10.7,10.7,,,9.6,11.9,8085,,,20 - 29,,,,,,,,,BF,BF1,Q008,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
